repo,repo_id,active_contributors,hhi_commits,bus_factor_commits,loc,concentration_class,complexity_class
ten-framework/ten-vad,974628969,10,4203,1,0,C,
tencent/flare,370898904,10,3336,1,0,C,
tencent/gameaisdk,287203686,1,10000,1,0,A,
tencent/hardcoder,211025728,1,10000,1,0,A,
tencent/hippy,221822577,64,967,4,0,D,
tencent/libpag,297535677,40,1780,3,0,D,
tencent/mars,76222419,13,3677,1,0,C,
tencent/mmkv,149111813,29,7989,1,0,B,
tencent/ncnn,95879426,75,5505,1,0,B,
tencent/plato,220415098,4,4861,1,0,C,
tencent/puerts,287706896,91,5083,1,0,B,
tencent/rapidjson,17391973,28,726,6,0,D,
tencent/sluaunreal,142866337,12,8040,1,0,A,
tencent/tbase,220177733,8,2703,2,0,C,
tencent/tendis,321853986,10,3341,2,0,C,
tencent/tgfx,707007021,26,3694,1,0,C,
tencent/tnn,267792621,53,820,5,0,D,
tencent/tscancode,32849372,1,10000,1,0,A,
tencent/turbotransformers,257236246,6,2083,2,0,D,
tencent/unlua,202060771,36,4493,1,0,C,
tencent/wcdb,90961634,15,8787,1,0,A,
tencent/xlua,75811015,24,3379,1,0,C,
tencentyun/trtcsdk,166187299,15,2131,2,0,D,
tenderlove/initial-v,601404362,1,10000,1,0,A,
tenox7/ttyplot,152566268,9,3203,2,0,C,
tensor-compiler/taco,69196911,13,1799,2,0,D,
tensorflow/tensorflow,45717250,89,2915,1,0,C,
tensorflow/text,189305903,84,1646,2,0,D,
tensorflow/tflite-micro,356055024,94,786,6,0,D,
tenstorrent/tt-metal,601205363,97,227,20,0,D,
termux/proot,66195739,9,5014,1,0,B,
termux/termux-x11,204363144,24,6301,1,0,B,
teslamotors/linux,114815307,72,467,9,0,D,
tesseract-ocr/tesseract,22887094,41,3563,1,0,C,
tessil/robin-map,99949895,6,7691,1,0,B,
tevador/randomx,155636399,6,2710,2,0,C,
texstudio-org/texstudio,112370765,50,6500,1,0,B,
texus/tgui,4234723,11,8600,1,0,A,
tezc/sc,311798324,5,6873,1,0,B,
tfhe/tfhe,59225224,1,10000,1,0,A,
tfussell/xlnt,19502813,15,2168,2,0,D,
tgfrerer/island,150248562,6,9892,1,0,A,
thakeenathees/pocketlang,336730906,16,6703,1,0,B,
thalhammer/jwt-cpp,108908685,43,3155,1,0,C,
the-powder-toy/the-powder-toy,796532,36,5291,1,0,B,
the-tcpdump-group/libpcap,9435887,41,3530,2,0,C,
the-tcpdump-group/tcpdump,9435882,35,3492,2,0,C,
thealgorithms/c,63477515,33,2416,2,0,D,
thealgorithms/c-plus-plus,63477612,46,2251,2,0,D,
theassassin/appimagelauncher,125722945,18,6208,1,0,B,
thecherno/hazel,153866232,25,3866,1,0,C,
thecruz/kdmapper,268084326,15,6028,1,0,B,
thedmd/imgui-node-editor,113756383,4,8959,1,0,A,
thelastoutpostworkshop/gpio_viewer,728635572,8,8160,1,0,A,
themaister/granite,100190149,6,9859,1,0,A,
theofficialflow/adrenaline,88371341,1,10000,1,0,A,
theofficialflow/h-encore,139135252,1,10000,1,0,A,
thephd/sol2,49177547,30,2856,1,0,C,
thepowersgang/mrustc,27268808,24,8965,1,0,A,
thestk/rtaudio,13486037,37,1550,2,0,D,
thestk/rtmidi,13499878,37,982,4,0,D,
thestk/stk,12895124,12,1849,2,0,D,
thetumultuousunicornofdarkness/cpu-x,24292801,72,2465,2,0,D,
thewover/donut,178089499,12,6520,1,0,B,
thewtex/tmux-mem-cpu-load,535959,13,2269,2,0,D,
theziz/aha,4260122,2,5000,1,0,B,
thiagoralves/openplc_v3,137387519,32,1854,2,0,D,
thingpulse/esp8266-oled-ssd1306,46080167,17,2718,2,0,C,
thirteenag/ultimate-asi-loader,14176293,5,9024,1,0,A,
thisisgame/cpp-game-engine-book,345923708,3,5026,1,0,B,
thorvg/thorvg,289829423,62,4410,1,0,C,
throneproj/throne,754327435,64,3133,2,0,C,
throwtheswitch/unity,3276860,49,706,7,0,D,
thundercls/xanalyzer,73458530,2,5200,1,0,B,
thunlp/kb2e,58916964,1,10000,1,0,A,
tiann/freereflection,136460624,2,5556,1,0,B,
tianocore/edk2,1613176,68,373,10,0,D,
tianzerl/anime4kcpp,250037047,2,9964,1,0,A,
tidwall/hashmap.c,277642792,5,4097,1,0,C,
tidwall/neco,783844253,3,8692,1,0,A,
tidwall/pogocache,1023788092,5,8724,1,0,A,
tigervnc/tigervnc,21202902,53,5768,1,0,B,
tiiffi/mcrcon,10777685,2,7222,1,0,B,
tikzit/tikzit,30976242,2,9565,1,0,A,
tildearrow/furnace,366986186,98,5488,1,0,B,
tiledb-inc/tiledb,86868560,53,977,4,0,D,
tiltedphoques/tiltedevolution,410270557,49,3056,1,0,C,
timeplus-io/proton,678214856,34,1390,3,0,D,
timercrack/trader,63857395,1,10000,1,0,A,
timescale/pg_textsearch,1014938055,4,9089,1,0,A,
timescale/timescaledb,84240850,69,1398,3,0,D,
timschneeb/rootlessjamesdsp,509083895,4,8962,1,0,A,
tindy2013/stairspeedtest-reborn,199971599,4,6938,1,0,B,
tindy2013/subconverter,218686763,37,5859,1,0,B,
tinycc/tinycc,55339682,47,2255,2,0,D,
tinympc/tinympc,673984575,11,4454,1,0,C,
tinyobjloader/tinyobjloader,5421296,27,3819,1,0,C,
tinyproxy/tinyproxy,47556049,16,5099,1,0,B,
tio/tio,24528317,43,7982,1,0,B,
tixiaoshan/lio-sam,276269866,7,4388,1,0,C,
tixiaoshan/lvi-sam,344324850,3,6860,1,0,B,
tizonia/tizonia-openmax-il,7392648,2,5000,1,0,B,
tjko/jpegoptim,2448559,12,5635,1,0,B,
tkchu/game-programming-patterns-cn,47016587,2,5000,1,0,B,
tklengyel/drakvuf,23253045,28,1506,3,0,D,
tmate-io/tmate,10651420,3,7963,1,0,B,
tmewett/broguece,205895782,37,1523,3,0,D,
tmk/tmk_keyboard,1030602,7,9273,1,0,A,
tmux/tmux,36836475,3,5184,1,0,B,
toantech/deng-s-foc-controller,338871732,2,5128,1,0,B,
tojocky/node-printer,4831561,1,10000,1,0,A,
tokisangames/terrain3d,591945410,46,6268,1,0,B,
tom94/tev,101478952,23,9003,1,0,A,
tomaspinho/rtl8821ce,121500241,15,1541,3,0,D,
tomharte/clk,39225788,9,9831,1,0,A,
tomhrr/dale,10273216,3,8061,1,0,A,
tomlooman/actionroguelike,293583556,4,9199,1,0,A,
tomlooman/epicsurvivalgame,32591102,2,9132,1,0,A,
ton-blockchain/ton,206946371,64,2215,2,0,D,
tongsuo-project/tongsuo,290136001,27,2215,2,0,D,
tony9402/baekjoon,200492112,29,8334,1,0,A,
tonychen56/wechatrobot,198018985,1,10000,1,0,A,
topling/toplingdb,274611759,42,2905,1,0,C,
topotam/petitpotam,387242135,8,6102,1,0,B,
torch/torch7,13677187,2,5000,1,0,B,
torquegameengines/torque2d,268352960,7,6529,1,0,B,
torquegameengines/torque3d,267440108,29,2470,2,0,D,
torrent-file-editor/torrent-file-editor,26859589,6,8736,1,0,A,
tortoisegit/tortoisegit,1197206,28,8341,1,0,A,
toruniina/toml11,88736062,32,7386,1,0,B,
torvalds/linux,2325298,94,278,18,0,D,
torvalds/uemacs,117900805,1,10000,1,0,A,
tpecholt/imrad,613222857,11,5033,1,0,B,
tpoechtrager/osxcross,14277172,35,3241,1,0,C,
trabucayre/openfpgaloader,211133953,84,4343,1,0,C,
tracktion/tracktion_engine,156860418,5,5971,1,0,B,
trailofbits/ctf,19956920,3,3333,2,0,C,
tranek/gasdocumentation,201692465,20,2736,2,0,C,
tranek/gasshooter,228431525,5,3200,1,0,C,
translucenttb/translucenttb,78483432,25,7450,1,0,B,
transmission/transmission,35129809,63,2807,2,0,C,
trapexit/mergerfs,18067829,20,8320,1,0,A,
traviscross/mtr,7972402,34,766,5,0,D,
travisvroman/kohi,343187820,12,9147,1,0,A,
tree-sitter/py-tree-sitter,176665172,30,2321,2,0,D,
trenchbroom/trenchbroom,4003232,35,8886,1,0,A,
trezor/trezor-firmware,180590388,48,880,5,0,D,
triaxis-games/realtimemeshcomponent,59674138,16,5702,1,0,B,
trilinos/trilinos,46297649,71,743,6,0,D,
trinitycore/trinitycore,1204412,34,2014,2,0,D,
triple-mu/yolov8-tensorrt,585561886,13,7465,1,0,B,
tritondatacenter/smartos-live,2203782,13,3098,2,0,C,
troldal/openxlsx,126710451,16,4597,1,0,C,
tronkko/dirent,43087387,9,4791,1,0,C,
troydhanson/uthash,7476948,6,6276,1,0,B,
trulyspinach/smcamdprocessor,242130561,7,5740,1,0,B,
trunkrecorder/trunk-recorder,29859629,51,3556,1,0,C,
truong-bui/asyncloadingscreen,288034377,4,7997,1,0,B,
trustedsec/cs-remote-ops-bof,485449938,22,2067,2,0,D,
trustedsec/cs-situational-awareness-bof,279918558,34,1961,3,0,D,
trustedsec/trevorc2,108566111,4,2500,2,0,C,
trustwallet/wallet-core,170738310,68,1483,3,0,D,
try/opengothic,165291205,30,8660,1,0,A,
tryquiet/quiet,438267145,32,1759,3,0,D,
tsduck/tsduck,94976922,32,7519,1,0,B,
tsherif/space-shooter.c,390802393,1,10000,1,0,A,
tsl0922/ttyd,68063511,31,6702,1,0,B,
tsoding/musializer,684322132,27,8092,1,0,A,
tsoding/olive.c,529363465,2,9851,1,0,A,
tstack/lnav,306147,47,8683,1,0,A,
tsudakageyu/minhook,9982112,10,3214,1,0,C,
tsujan/kvantum,22761923,66,2102,2,0,D,
ttalvitie/browservice,256300799,1,10000,1,0,A,
tttapa/control-surface,102390805,3,9918,1,0,A,
ttttupup/wxhelper,580717139,6,7613,1,0,B,
tugraph-family/tugraph-db,528766495,43,1047,3,0,D,
tukaani-project/xz,553665726,40,5440,1,0,B,
tumic0/gpxsee,43656917,27,6892,1,0,B,
tumuyan/realsr-ncnn-android,456985647,1,10000,1,0,A,
turanszkij/wickedengine,37770961,53,6858,1,0,B,
tursodatabase/libsql,543276238,97,1606,3,0,D,
tuxera/ntfs-3g,343714504,4,4443,1,0,C,
tuya/tuyaopen,735469449,20,2882,2,0,C,
tuyoogame/huatuo,446669267,4,9364,1,0,A,
tvheadend/tvheadend,1208360,27,1813,3,0,D,
tw1ddle/geometrize,78338311,1,10000,1,0,A,
twitter/ios-twitter-image-pipeline,80138087,1,10000,1,0,A,
twitter/pelikan,42829191,11,6051,1,0,B,
twitter/twemproxy,3516624,4,8855,1,0,A,
tyilo/insert_dylib,22401106,1,10000,1,0,A,
typesense/typesense,79317191,48,2640,2,0,C,
u-boot/u-boot,26537135,76,1192,3,0,D,
uahh/slscq,403328350,5,4675,1,0,C,
uber/h3,114948816,62,2994,1,0,C,
uberguidoz/flipper,490465859,99,5458,1,0,B,
uccl-project/uccl,912676325,22,4220,1,0,C,
uclouvain/openjpeg,30830585,44,2883,1,0,C,
ue4plugins/streetmap,77765042,1,10000,1,0,A,
ue4ss-re/re-ue4ss,561442199,43,2720,2,0,C,
ufbx/ufbx,190929602,9,9902,1,0,A,
ufrisk/memprocfs,158113416,7,9436,1,0,A,
ufrisk/pcileech,64324413,2,9702,1,0,A,
ulfjack/ryu,121561462,8,2500,2,0,C,
ultimaker/curaengine,8556864,33,1395,3,0,D,
ultravnc/ultravnc,297065981,17,7570,1,0,B,
umskt/umskt,644665204,11,3260,1,0,C,
unbit/uwsgi,2541704,24,2275,2,0,D,
uncrustify/uncrustify,340637,33,2966,2,0,C,
unetbootin/unetbootin,239093,3,5235,1,0,B,
unetworking/usockets,88219241,20,7407,1,0,B,
unetworking/uwebsockets,54360307,44,8065,1,0,A,
unetworking/uwebsockets.js,142631191,27,8356,1,0,A,
ungive/discord-music-presence,754190568,2,9858,1,0,A,
unicode-org/icu,49244766,48,748,5,0,D,
unicorn-engine/unicorn,41107037,45,4325,1,0,C,
unikraft/unikraft,181022316,79,1123,4,0,D,
unitreerobotics/unitree_ros,287439935,14,1253,4,0,D,
universal-ctags/ctags,578839,39,6231,1,0,B,
universal-team/universal-updater,218666678,12,5959,1,0,B,
univrsal/input-overlay,99977220,38,7348,1,0,B,
unlir/xdrive,296525319,1,10000,1,0,A,
unpaper/unpaper,2207125,7,7103,1,0,B,
unpbook/unpv13e,28597918,2,5200,1,0,B,
unrealcv/unrealcv,67727697,8,5250,1,0,B,
unum-cloud/ucall,584714008,11,4437,2,0,C,
unum-cloud/usearch,605020435,93,5205,1,0,B,
unvanquished/unvanquished,2490468,45,2238,2,0,D,
uoaerg/wavemon,11787822,7,5386,1,0,B,
uowuo/abaddon,288042656,30,8963,1,0,A,
upbge/upbge,46817566,67,844,5,0,D,
upx/upx,67031040,15,4764,1,0,C,
urob/zmk-config,501412238,5,9745,1,0,A,
usbguard/usbguard,32459566,20,3261,1,0,C,
uscilab/cereal,10952997,22,918,6,0,D,
userver-framework/userver,439011383,93,1580,2,0,D,
ustc-resource/ustc-course,164782828,1,10000,1,0,A,
utensor/utensor,104375922,5,3058,2,0,C,
util-linux/util-linux,2339555,60,3482,1,0,C,
utox/utox,41067120,4,3333,2,0,C,
uwerat/qskinny,97966439,10,6755,1,0,B,
uxlfoundation/onednn,58414589,91,465,8,0,D,
uz-slamlab/orb_slam3,280608729,3,4286,1,0,C,
uzdoom/uzdoom,1076246580,63,1244,4,0,D,
uzh-rpg/flightmare,279581575,3,4489,1,0,C,
uzh-rpg/rpg_svo_pro_open,385667483,4,3061,2,0,C,
v4l2loopback/v4l2loopback,935735,33,2863,2,0,C,
v8/v8,24420506,77,334,12,0,D,
vadimboev/flappybird,857252347,2,9269,1,0,A,
vaibhavpandeyvpz/apkstudio,23817784,1,10000,1,0,A,
valdikss/goodbyedpi,91493088,13,7470,1,0,B,
valhalla/valhalla,49978193,63,919,4,0,D,
valinet/explorerpatcher,394318710,17,5618,1,0,B,
valinet/win11disableroundedcorners,403121314,1,10000,1,0,A,
valkey-io/valkey,775743011,79,738,5,0,D,
valvesoftware/gamenetworkingsockets,126225160,28,7657,1,0,B,
valvesoftware/halflife,8207159,3,7278,1,0,B,
valvesoftware/openvr,34289265,6,2834,2,0,C,
valvesoftware/proton,125098880,47,2399,2,0,D,
valvesoftware/source-sdk-2013,10980729,47,450,8,0,D,
valvesoftware/steam-audio,80165633,32,4045,1,0,C,
valvesoftware/wine,114296710,68,828,5,0,D,
vanhauser-thc/thc-hydra,19112091,38,2715,2,0,C,
vanhauser-thc/thc-ipv6,32096132,6,3795,1,0,C,
vanhoefm/fragattacks,297789201,7,8955,1,0,A,
vanhoefm/krackattacks-scripts,107408514,2,9232,1,0,A,
vanilla-wiiu/vanilla,798408323,10,9136,1,0,A,
varnish/hitch,33190756,8,6679,1,0,B,
vcdevel/vc,17167328,14,3401,1,0,C,
vcmi/vcmi,18490421,57,2477,2,0,D,
vcvrack/rack,73756539,2,9985,1,0,A,
vczh-libraries/gacui,33273837,7,9935,1,0,A,
vczh-libraries/release,43217257,3,9870,1,0,A,
veandco/go-sdl2,10509683,19,5990,1,0,B,
vector35/binaryninja-api,45279022,68,835,5,0,D,
vectorclass/version2,200029512,2,9168,1,53131,A,C
vectr-ucla/direct_lidar_odometry,433620389,3,8156,1,0,A,
vedderb/bldc,15768646,62,5328,1,0,B,
vengi-voxel/vengi,44341523,7,9967,1,0,A,
ventoy/ventoy,246335987,89,5558,1,0,B,
veracrypt/veracrypt,26376490,66,5566,1,0,B,
vergecurrency/verge,50223128,14,9179,1,0,A,
vergoh/vnstat,17148260,5,9185,1,0,A,
verilog-to-routing/vtr-verilog-to-routing,38118370,58,951,5,0,D,
versatica/mediasoup,27918697,46,4866,1,0,C,
verysleepy/verysleepy,7551837,4,3257,2,0,C,
veselink1/refl-cpp,184533586,6,4534,1,0,C,
vesoft-inc/nebula,146459443,81,685,6,328028,D,B
veyon/veyon,87891782,8,9763,1,0,A,
vgmstream/vgmstream,5591410,63,6176,1,0,B,
vgmtrans/vgmtrans,11415199,14,3436,2,0,C,
vgteam/vg,24727800,24,2133,2,0,D,
vgvassilev/cling,16285236,46,1315,3,0,D,
vhonowslend/streamfx-public,95712614,14,9574,1,0,A,
viabtc/viabtc_exchange_server,84023183,1,10000,1,0,A,
vial-kb/vial-qmk,304185057,75,1355,3,0,D,
vicinaehq/vicinae,1027461827,52,7241,1,0,B,
videolan/vlc,3299208,44,1099,4,0,D,
viest/php-ext-xlswriter,111766797,8,6715,1,0,B,
vifm/vifm,112179,35,9217,1,0,A,
vimpunk/mio,105261706,1,10000,1,0,A,
vincentlaucsb/csv-parser,104390893,24,3042,1,0,C,
vinniefalco/luabridge,3977188,13,2550,2,0,C,
virtio-win/kvm-guest-drivers-windows,2524933,35,2120,2,0,D,
virtualbox/virtualbox,984809295,22,1671,3,0,D,
virustotal/yara,7037996,58,3386,1,0,C,
vision5/ngx_devel_kit,492054,4,2500,2,0,C,
visit1985/mdp,24022333,9,2231,2,0,D,
visualboyadvance-m/visualboyadvance-m,37228563,31,3640,1,0,C,
visualfc/liteide,6753728,15,7811,1,0,B,
vita3k/vita3k,119111364,68,1356,3,0,D,
vita3k/vita3k-android,600686866,73,1432,3,0,D,
vitoplantamura/bugchecker,584477080,2,5000,1,0,B,
vitoplantamura/onnxstream,666197652,5,6125,1,0,B,
vivien/i3blocks,16628673,2,8347,1,0,A,
vkcom/kphp,311437254,33,920,4,0,D,
vkohaupt/vokoscreenng,103692141,7,8926,1,0,A,
vladelaina/catime,923474048,12,9856,1,0,A,
vlang/gitly,176161756,20,2679,2,0,C,
vllm-project/vllm-ascend,924058625,94,441,9,0,D,
vmware/open-vm-tools,19161415,3,9371,1,0,A,
vnmakarov/mir,178932492,14,9478,1,0,A,
vnotex/vnote,70038437,18,7115,1,0,B,
void-linux/xbps,137503503,17,5223,1,0,B,
voidtools/voidimageviewer,100767968,1,10000,1,0,A,
voine/chatwaifu_mobile,603770379,2,9683,1,0,A,
vooidzero/b23downloader,409109530,1,10000,1,0,A,
vowpalwabbit/vowpal_wabbit,265995,30,3263,1,0,C,
voxelplugin/voxelpluginfreelegacy,97856074,4,6857,1,0,B,
vroland/epdiy,218969014,23,3407,1,0,C,
vroom-project/vroom,41960855,25,7227,1,0,B,
vsergeev/c-periphery,19788600,3,8654,1,0,A,
vsg-dev/vulkanscenegraph,148609004,49,7996,1,0,B,
vshymanskyy/tinygsm,75287798,24,4871,1,0,C,
vslavik/diff-pdf,353360,5,5800,1,0,B,
vslavik/poedit,477156,12,9560,1,0,A,
vslavik/winsparkle,467582,15,7265,1,0,B,
vstakhov/libucl,13486798,17,3674,1,0,C,
vtereshkov/umka-lang,256645086,18,8456,1,0,A,
vtil-project/vtil-core,252052557,10,3550,1,0,C,
vurtun/lib,46439308,6,3696,1,0,C,
vvaltchev/tilck,53845595,13,8364,1,0,A,
vxunderground/vx-api,503544782,9,8750,1,0,A,
vxunderground/vxug-papers,303049486,1,10000,1,0,A,
vygr/chrysalisp,30551167,7,9837,1,0,A,
wagiminator/atmega-soldering-station,249677362,3,5385,1,0,B,
walkccc/leetcode,172231974,1,10000,1,0,A,
walton1128/cpp-templates-2nd--,238604738,2,7222,1,0,B,
wandenberg/nginx-push-stream-module,994615,2,8472,1,0,A,
wang-bin/qtav,6435042,7,2569,2,0,C,
wang-cankun/open-acs,1074575407,1,10000,1,0,A,
wang-xinyu/tensorrtx,223904726,82,2183,2,0,D,
wangyi-fudan/wyhash,174089506,13,7589,1,0,B,
wangyu-/tinyfecvpn,108623624,1,10000,1,0,A,
wangyu-/udp2raw,99302204,4,6399,1,0,B,
wangzhaode/mnn-llm,615272885,10,7305,1,0,B,
warmcat/libwebsockets,8046269,31,7512,1,0,B,
warmuptill/sceneswitcher,59211222,17,9113,1,0,A,
warzone2100/warzone2100,1084181,50,4658,1,0,C,
wasm3/wasm3,212152900,53,5379,1,0,B,
wasmedge/wasmedge,224908244,94,1369,3,0,D,
water-melon/melon,22993286,4,9910,1,0,A,
waujito/youtubeunblock,831758478,8,8732,1,0,A,
waveshareteam/e-paper,174312651,23,2693,2,0,C,
wavestone-cdt/edrsandblast,423888812,12,4677,1,0,C,
wavm/wavm,41151921,8,6543,1,0,B,
wayfirewm/wayfire,53142971,71,5189,1,0,B,
waykichain/waykichain,116634306,2,8313,1,0,A,
wazuh/wazuh,40556106,75,355,12,0,D,
wb2osz/direwolf,40158752,13,6412,1,0,B,
wbenny/hvpp,142792783,2,5556,1,0,B,
wbenny/injdrv,107860962,1,10000,1,0,A,
wdas/brdf,2941340,1,10000,1,0,A,
weak1337/alcatraz,580880190,2,8087,1,0,A,
webcamoid/webcamoid,3545227,27,8208,1,0,A,
webhdx/picoboot,476035218,5,9117,1,0,A,
webmproject/libwebp,23368445,27,4941,1,0,C,
webmproject/webpshop,189230361,3,7099,1,0,B,
webserver-llc/angie,557753836,46,1396,3,0,D,
webspiderutils/verification_code,247605959,1,10000,1,0,A,
webui-dev/webui,310123680,57,2601,2,0,C,
weechat/weechat,17359210,33,7281,1,0,B,
weibocom/nginx-upsync-module,42633340,3,3333,2,0,C,
weidai11/cryptopp,36832736,26,9219,1,0,A,
weigert/tinyengine,254903894,3,9484,1,0,A,
weolar/miniblink49,69316510,2,6893,1,0,B,
werman/noise-suppression-for-voice,118370558,8,7291,1,0,B,
werwolv/imhex,311683390,84,8097,1,0,A,
wesnoth/wesnoth,9432220,37,813,5,0,D,
westes/flex,14521001,25,2009,2,0,D,
weston-embedded/uc-os3,243870574,5,6644,1,0,B,
wg/wrk,3774328,1,10000,1,0,A,
wh200720041/floam,260099248,2,8347,1,0,A,
wheremyfoodat/panda3ds,536825924,40,6097,1,0,B,
wheybags/freeablo,11261721,1,10000,1,0,A,
whid-injector/whid,84177299,2,7812,1,0,B,
whitecatboard/lua-rtos-esp32,70908474,4,6533,1,0,B,
whitequark/unfork,218217269,2,5556,1,0,B,
whoozle/android-file-transfer-linux,32950454,17,7164,1,0,B,
wichtounet/thor-os,13440471,2,5000,1,0,B,
widelands/widelands,207238889,44,3367,1,0,C,
wilicc/gpu-burn,111986105,21,1265,3,0,D,
wilix-team/iohook,76130102,11,4728,1,0,C,
willem-pennings/balancing-cube,755543518,2,6250,1,0,B,
willpower3309/swayfx,418307568,39,1636,2,0,D,
windirstat/windirstat,55435293,25,7835,1,0,B,
wine-mirror/wine,22711802,70,827,5,0,D,
winfsp/sshfs-win,61451917,9,1850,2,0,D,
winfsp/winfsp,59151203,11,8194,1,0,A,
winmerge/winmerge,26494018,75,4893,1,0,C,
winscp/winscp,61737765,17,9413,1,0,A,
winshining/nginx-http-flv-module,95348937,3,9267,1,0,A,
winsiderss/phnt,144783940,9,1947,2,0,D,
winsiderss/systeminformer,50824485,61,5783,1,0,B,
wiredopposite/ogx-mini,760704378,2,9747,1,0,A,
wiredtiger/wiredtiger,2944302,71,405,10,0,D,
wireguard/wireguard-linux,230270531,82,1185,4,0,D,
wireshark/wireshark,21329550,78,975,4,0,D,
wiresock/proxifyre,640924937,4,8490,1,0,A,
wiringpi/wiringpi,4830334,20,5072,1,0,B,
wisdompeak/leetcode,83542585,26,9769,1,0,A,
wiseman/py-webrtcvad,56901410,1,10000,1,0,A,
witnessmenow/universal-arduino-telegram-bot,61955836,4,2800,2,0,C,
wivrn/wivrn,539610864,54,3880,1,0,C,
wizteam/wizqtclient,6682094,1,10000,1,0,A,
wjakob/nanobind,456878057,93,5493,1,0,B,
wjwwood/serial,1498341,7,1429,4,0,D,
wkl-sec/hiddendesktop,643378604,1,10000,1,0,A,
wled/wled,76990209,80,2264,2,0,D,
wmcbrine/pdcurses,37628106,10,6372,1,0,B,
woai3c/mit6.828,235565361,1,10000,1,0,A,
wojciechmula/pyahocorasick,10390556,15,4181,1,11786,C,C
wolfcw/libfaketime,1657215,32,1656,2,0,D,
wolfiregames/overgrowth,467448492,14,2708,2,0,C,
wolfpld/tracy,248058818,88,7090,1,0,B,
wolfssl/wolfssl,28928522,75,1036,4,0,D,
wolkykim/qlibc,17431133,8,4425,1,0,C,
woltapp/blurhash,193885464,25,1920,4,0,D,
wondertrader/wondertrader,251212498,14,8784,1,0,A,
worawit/blutter,681554539,7,8298,1,0,A,
wpilibsuite/allwpilib,24655143,82,1266,3,0,D,
wqking/eventpp,133205423,7,7384,1,0,B,
wseemann/ffmpegmediametadataretriever,9232942,2,9488,1,0,A,
wuspy/portal_calendar,519401968,5,8439,1,0,A,
wuxiaolie/knowledge-notes,402253379,1,10000,1,0,A,
wuxx/nanodap,150421605,2,8673,1,0,A,
wuye9036/cpptemplatetutorial,8730628,4,4375,1,0,C,
wxformbuilder/wxformbuilder,67152972,18,9033,1,0,A,
wxwidgets/wxwidgets,1764646,61,4802,1,0,C,
wysaid/android-gpuimage-plus,46547417,3,8929,1,0,A,
x11libre/xserver,925684065,38,6023,1,0,B,
x64dbg/gleebug,48104657,1,10000,1,0,A,
x64dbg/scyllahide,50483854,4,3778,1,0,C,
x64dbg/x64dbg,33791743,46,3652,1,0,C,
xacone/bestedrofthemarket,717730995,1,10000,1,0,A,
xairy/kernel-exploits,51833023,1,10000,1,0,A,
xaitax/chrome-app-bound-encryption-decryption,879235382,1,10000,1,0,A,
xbmc/xbmc,1217614,54,748,5,0,D,
xboxdev/extract-xiso,41184715,7,2388,2,0,D,
xbpeng/deepmimic,153024342,3,6296,1,0,B,
xcuri0/rebaruefi,513040158,2,9821,1,0,A,
xdp-project/xdp-tutorial,172523426,33,1020,4,0,D,
xeco23/wasistlos,267400433,22,7183,1,0,B,
xelatihy/yocto-gl,56218983,5,8567,1,0,A,
xemu-project/xemu,241270996,88,748,6,0,D,
xenia-project/xenia,7550637,28,3247,1,0,C,
xerpi/vita2hos,457052429,2,9632,1,0,A,
xfangfang/wiliwili,330355479,17,7639,1,0,B,
xfennec/progress,14621066,9,2400,2,0,D,
xiaojieonly/ehviewer_cn_sxj,311241324,16,8899,1,0,A,
xiaomi/mace,138826968,14,2044,2,0,D,
xiaoyifang/goldendict-ng,379450253,41,5995,1,0,B,
xilinx/linux-xlnx,8890645,31,1505,3,0,D,
xilinx/vitis_libraries,210433135,4,3000,2,0,C,
xinntao/real-esrgan-ncnn-vulkan,391314147,2,9474,1,0,A,
xinyuan-lilygo/t-display-s3,502892801,14,2911,2,0,C,
xinyuan-lilygo/ttgo-t-display,192898206,5,3296,2,0,C,
xinyuan-lilygo/ttgo_twatch_library,202286916,9,4479,1,0,C,
xiotechnologies/fusion,476009209,1,10000,1,0,A,
xiph/flac,23097875,46,7354,1,0,B,
xiph/lpcnet,154748951,3,9440,1,0,A,
xiph/opus,23097173,38,6691,1,0,B,
xiph/rnnoise,99199151,5,7917,1,0,B,
xitrix/moonlight-switch,375381453,4,9046,1,0,A,
xland/screencapture,625084443,2,9974,1,0,A,
xlite-dev/lite.ai.toolkit,350375089,6,9173,1,0,A,
xmasterx/all-the-plugins,559048939,26,8680,1,0,A,
xmichelo/beeftext,103842722,3,9587,1,0,A,
xmrig/xmrig,88327406,30,4164,1,0,C,
xoreos/xoreos,827722,4,5059,1,0,B,
xorg62/tty-clock,23513,4,2500,2,0,C,
xortroll/goldleaf,139088736,13,5307,1,0,B,
xorvoid/sectorc,645052090,5,6900,1,0,B,
xoseperez/espurna,118768875,18,9446,1,0,A,
