repo,repo_id,score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,Webhooks,date
srijs/rust-crc32fast,157348282,3.8,10,0,10,0,0,0,10,0,10,10,0,-1,0,0,0,-1,0,10,,2026-04-27T21:53:29+01:00
srombauts/sqlitecpp,4002222,5.0,10,0,9,0,4,10,10,10,0,10,5,-1,0,0,0,-1,0,10,,2026-04-06T19:40:42+01:00
starrtc/starrtc-server,164585247,1.3,0,0,0,0,0,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:43:25+01:00
statsite/statsite,4196881,3.4,9,0,0,0,9,10,-1,0,0,9,0,-1,0,0,0,-1,-1,10,,2026-04-07T10:59:15+01:00
stebalien/tempfile,33832372,6.6,10,6,9,0,2,10,10,10,0,10,10,-1,0,0,0,-1,10,10,,2026-04-27T18:08:23+01:00
stefanesser/dumpdecrypted,2474718,2.2,10,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:49:22+01:00
stefanpenner/get-caller-file,48818175,1.9,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-27T16:10:21+01:00
steineggerlab/foldseek,166769317,4.9,10,0,10,0,0,10,10,0,10,10,10,10,2,0,0,0,0,10,,2026-04-07T15:59:10+01:00
stephane-d/sgdk,32350744,3.4,0,0,0,0,5,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-07T10:49:05+01:00
stephenbradshaw/vulnserver,20147614,2.4,8,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:58:17+01:00
stephenfewer/reflectivedllinjection,2709176,2.0,4,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T17:38:32+01:00
stichting-minix-research-foundation/minix,24751147,0.7,0,0,-1,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,0,,2026-04-06T17:37:27+01:00
stlink-org/stlink,1253879,4.1,10,0,8,0,3,10,10,0,0,10,0,-1,0,9,4,0,0,10,,2026-04-06T15:39:54+01:00
storybookjs/storybook,54173593,5.8,10,1,10,0,7,10,10,10,0,10,10,-1,6,0,10,-1,0,0,,2026-04-27T16:05:58+01:00
strazzere/android-unpacker,22766694,2.9,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:00:01+01:00
stream-utils/destroy,15544623,3.3,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-27T18:08:29+01:00
stream-utils/raw-body,12823654,6.6,10,3,10,0,1,10,10,10,0,10,0,-1,2,9,10,-1,10,10,,2026-04-27T21:53:29+01:00
stream-utils/unpipe,37428186,3.0,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T18:08:35+01:00
streamich/memfs,37490572,5.2,10,0,10,0,0,10,10,10,0,10,10,-1,0,7,10,-1,0,0,,2026-04-27T18:08:36+01:00
streetpea/chiaki-ng,526448037,3.9,7,3,5,0,0,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T20:36:46+01:00
strongswan/strongswan,1031235,6.3,9,3,-1,5,0,10,10,0,10,9,10,-1,0,10,10,8,0,10,,2026-04-06T18:52:10+01:00
strongtz/i915-sriov-dkms,541144641,4.1,10,0,10,0,1,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T20:36:17+01:00
stub42/pytz,63155638,4.8,10,0,0,0,0,10,10,0,10,10,8,10,0,0,9,0,0,10,,2026-04-27T21:53:29+01:00
stuckatprototype/racer,872769562,2.7,10,0,0,0,1,0,-1,0,0,10,4,-1,-1,0,0,0,-1,10,,2026-04-06T17:36:05+01:00
sudo-project/sudo,57972154,5.8,10,3,0,0,1,10,10,0,10,9,10,-1,0,7,10,0,9,7,,2026-04-07T11:56:47+01:00
suguru03/neo-async,27030361,2.8,10,0,-1,0,0,6,-1,10,0,9,0,-1,-1,0,0,-1,-1,0,,2026-04-27T18:08:43+01:00
sultim-t/xash-rt,560182945,3.3,10,0,-1,0,0,10,10,0,10,0,0,-1,0,0,0,0,0,10,,2026-04-07T16:00:48+01:00
sumatrapdfreader/sumatrapdf,6041301,5.6,0,0,-1,0,0,3,10,10,10,10,10,-1,0,10,10,-1,0,10,,2026-04-06T12:39:29+01:00
sunzxyong/tiny,87151503,1.5,0,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T19:43:46+01:00
superhouse/esp-open-rtos,36720532,2.8,0,0,0,0,9,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T12:56:07+01:00
surge-synthesizer/surge,149678202,4.2,6,0,10,0,6,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T17:34:55+01:00
susam/uncap,42393652,2.4,10,0,0,0,1,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T16:01:31+01:00
sustrik/libdill,49762853,3.4,10,0,0,0,5,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:55:57+01:00
sustrik/libmill,19267652,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:37:46+01:00
sval-rs/sval,157205610,4.9,10,0,10,0,0,10,10,0,0,10,10,-1,10,0,0,-1,0,10,,2026-04-27T15:05:49+01:00
svenstaro/rofi-calc,133206372,3.9,10,0,8,0,2,10,10,0,0,10,4,-1,0,0,0,-1,0,10,,2026-04-07T15:59:02+01:00
swaywm/sway,40217904,5.6,10,4,0,0,9,10,-1,0,0,10,10,-1,-1,0,0,8,-1,10,,2026-04-06T12:39:04+01:00
swaywm/swaylock,165581769,4.8,10,3,0,0,7,10,-1,0,0,10,5,-1,-1,0,0,8,-1,10,,2026-04-07T16:56:17+01:00
swaywm/wlroots,89377392,4.8,10,8,0,0,7,10,-1,0,0,10,0,-1,-1,0,0,8,-1,10,,2026-04-06T20:36:23+01:00
swc-project/swc,115110181,5.3,10,4,10,0,4,10,10,10,10,10,10,10,0,0,0,0,0,0,,2026-04-27T21:53:32+01:00
swi-prolog/swipl-devel,17516793,4.1,10,0,-1,0,0,10,10,0,0,9,10,-1,0,0,0,-1,0,10,,2026-04-07T15:56:55+01:00
switchbrew/libnx,103794142,4.8,10,0,9,0,6,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-07T13:58:14+01:00
switchbrew/nx-hbmenu,121178203,3.1,10,0,0,0,3,10,-1,0,0,10,2,-1,-1,0,0,0,-1,10,,2026-04-07T13:59:17+01:00
swow/swow,295651066,3.2,10,1,-1,0,0,10,-1,0,0,10,4,-1,-1,0,0,0,-1,10,,2026-04-07T14:56:13+01:00
sybrenstuvel/python-rsa,50107469,5.4,10,0,0,0,4,10,10,10,10,9,0,-1,0,0,10,-1,10,0,,2026-04-27T15:08:19+01:00
symisc/sod,129008037,2.3,10,0,0,0,0,3,-1,0,0,9,0,-1,-1,0,0,0,-1,10,,2026-04-07T10:59:32+01:00
synocommunity/spksrc,2565137,4.4,10,0,10,0,2,10,10,10,0,9,10,10,0,0,0,0,0,0,,2026-04-06T18:35:25+01:00
syntax-tree/unist-util-is,41795086,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:08:53+01:00
sypstraw/rpi4-osdev,279028703,2.5,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T17:35:00+01:00
sysstat/sysstat,9670198,4.2,10,0,0,0,0,0,10,0,0,10,2,-1,0,7,0,-1,9,10,,2026-04-06T17:38:03+01:00
system76/firmware-open,176309967,4.9,10,6,3,0,10,10,-1,0,0,9,6,-1,0,0,0,-1,-1,10,,2026-04-07T18:01:50+01:00
systemd/casync,78859695,4.5,10,0,0,0,9,10,-1,0,10,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T12:56:04+01:00
systemd/systemd,32873313,8.9,10,3,10,5,8,10,10,10,10,10,10,-1,7,10,10,-1,9,10,,2026-04-06T12:39:39+01:00
t6x/reaver-wps-fork-t6x,33783491,2.5,10,0,0,0,3,10,-1,0,0,0,0,-1,-1,0,0,0,-1,10,,2026-04-07T10:55:48+01:00
ta-lib/ta-lib,66132152,3.1,2,3,0,0,1,10,10,0,0,10,5,-1,0,0,0,0,0,10,,2026-04-07T13:00:30+01:00
taf2/curb,34274,4.5,10,3,10,0,0,10,10,0,0,9,10,-1,0,0,0,-1,0,10,,2026-04-07T14:55:44+01:00
taiki-e/pin-project,164668916,7.2,10,3,-1,0,0,10,10,10,0,10,10,-1,10,0,10,-1,10,10,,2026-04-27T18:08:53+01:00
taiki-e/pin-project-lite,216847853,7.2,10,3,-1,0,0,10,10,10,0,10,10,-1,10,0,10,-1,10,10,,2026-04-27T21:53:42+01:00
taiki-e/portable-atomic,448365131,7.8,10,3,10,0,0,10,10,10,0,10,10,-1,10,10,10,-1,10,10,,2026-04-27T15:07:02+01:00
taisei-project/taisei,977986,4.8,10,1,-1,0,0,10,10,0,0,9,10,10,0,0,0,8,0,10,,2026-04-07T12:59:00+01:00
tanakh/cmdline,346151,2.7,10,0,0,0,0,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T13:57:10+01:00
tapjs/signal-exit,35711072,3.0,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,0,,2026-04-27T14:57:26+01:00
tapjs/stack-utils,48974178,3.1,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,0,,2026-04-27T21:53:46+01:00
tartley/colorama,18892209,4.2,10,0,2,0,4,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:54:50+01:00
tass-belgium/picotcp,8309253,2.7,10,0,0,0,2,10,-1,0,0,9,0,-1,-1,0,0,0,-1,10,,2026-04-07T15:00:00+01:00
tats/w3m,16247635,2.9,10,0,0,0,0,10,10,0,10,9,0,-1,0,0,0,-1,0,0,,2026-04-07T18:01:14+01:00
tavianator/bfs,37432557,7.1,10,3,10,0,0,6,-1,10,0,10,10,-1,-1,10,10,8,-1,10,,2026-04-07T15:56:43+01:00
taviso/123elf,494666336,3.2,10,0,0,0,0,10,-1,0,0,0,3,-1,-1,0,10,0,-1,10,,2026-04-07T15:04:29+01:00
taviso/ctftool,190683905,2.3,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T11:56:04+01:00
taviso/ctypes.sh,39756569,2.5,10,0,0,0,1,3,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T20:37:53+01:00
taviso/loadlibrary,92219431,2.8,10,0,0,0,3,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T16:34:58+01:00
tboox/tbox,1595099,4.4,10,0,8,0,2,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-06T15:39:25+01:00
tcurdt/iproxy,479545,2.6,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:56:03+01:00
teaonly/android-eye,5185037,1.4,0,0,-1,0,0,0,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T17:00:17+01:00
techunrestricted/windiskwriter,593748727,2.3,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T16:38:01+01:00
teddriggs/darling,89984100,4.0,10,0,10,0,5,10,10,0,0,10,1,-1,0,0,0,-1,0,10,,2026-04-27T21:53:52+01:00
tehshrike/deepmerge,3276413,1.8,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-27T21:53:57+01:00
telegrammessenger/mtproxy,135348215,2.1,10,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T14:41:03+01:00
telekom-security/tpotce,27275442,4.7,10,3,0,0,1,10,10,10,0,10,8,-1,0,0,10,0,0,4,,2026-04-06T13:40:21+01:00
tencent/wcdb,90961634,2.7,0,0,0,0,2,10,-1,0,0,9,10,-1,-1,0,0,0,-1,10,,2026-04-06T13:35:55+01:00
terkelg/sisteransi,122441239,3.1,10,0,-1,0,0,0,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-27T18:09:05+01:00
termux/proot,66195739,4.0,10,0,0,0,0,10,-1,0,0,9,5,-1,-1,0,9,-1,-1,10,,2026-04-07T18:02:54+01:00
termux/termux-x11,204363144,5.1,10,3,0,0,0,6,10,10,0,10,10,-1,0,0,9,0,0,10,,2026-04-06T17:35:18+01:00
terser/terser,29097127,5.9,10,0,10,0,0,10,10,10,0,9,10,-1,5,0,10,-1,10,0,,2026-04-27T18:09:07+01:00
textualize/rich,220809393,6.8,10,6,8,0,1,10,10,10,10,10,10,-1,2,9,10,-1,0,3,,2026-04-27T16:07:41+01:00
tezc/sc,311798324,4.2,10,6,0,0,1,10,10,0,0,10,0,-1,0,7,0,-1,0,10,,2026-04-06T19:47:17+01:00
the-tcpdump-group/libpcap,9435887,4.6,10,3,8,0,0,10,-1,0,10,9,10,-1,-1,0,0,-1,-1,4,,2026-04-06T18:41:23+01:00
the-tcpdump-group/tcpdump,9435882,4.5,10,3,8,0,0,10,-1,0,0,9,10,-1,-1,0,0,-1,-1,10,,2026-04-06T18:36:56+01:00
thealgorithms/python,63476337,5.6,10,6,9,0,10,10,10,10,0,10,10,-1,0,0,0,-1,0,0,,2026-04-06T12:15:20+01:00
theofficialflow/adrenaline,88371341,1.7,0,0,0,0,3,3,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T11:56:21+01:00
theofficialflow/h-encore,139135252,2.5,10,0,0,0,1,3,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T16:58:20+01:00
theofficialflow/vitashell,66739335,3.2,10,0,0,0,6,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T12:59:57+01:00
theskumar/python-dotenv,23727790,5.9,10,0,10,0,4,10,10,10,0,10,8,10,0,0,10,-1,0,8,,2026-04-27T21:54:00+01:00
theziz/aha,4260122,2.9,10,0,0,0,3,3,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T17:58:49+01:00
thkukuk/rpcsvc-proto,55140533,2.6,10,0,0,0,0,3,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-27T18:09:15+01:00
thlorenz/convert-source-map,8751561,3.9,10,0,1,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:09:16+01:00
thlorenz/deep-is,9345558,2.5,10,0,0,0,0,0,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-27T18:09:20+01:00
thomasdickey/ncurses-snapshots,65149533,3.8,10,0,-1,0,0,3,-1,0,0,9,10,-1,-1,0,0,-1,-1,10,,2026-04-27T21:54:16+01:00
throwtheswitch/unity,3276860,4.7,10,0,4,0,7,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-06T15:39:25+01:00
thundercls/xanalyzer,73458530,1.6,0,0,3,0,1,3,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T15:57:50+01:00
tianocore/edk2,1613176,7.4,7,8,10,0,10,10,10,10,10,9,10,-1,0,10,0,-1,0,10,,2026-04-06T14:42:42+01:00
tideways/php-xhprof-extension,33001658,2.7,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T11:56:48+01:00
tidwall/hashmap.c,277642792,3.3,10,0,0,0,4,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T18:03:44+01:00
tidwall/neco,783844253,3.3,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T14:55:49+01:00
tidwall/pogocache,1023788092,4.8,10,3,8,0,3,10,10,10,0,10,8,-1,0,0,0,0,0,7,,2026-04-06T19:48:15+01:00
tiiffi/mcrcon,10777685,2.7,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T18:03:29+01:00
tim-kos/node-retry,1738798,3.3,10,0,0,0,1,10,10,0,0,9,0,-1,0,0,0,-1,0,10,,2026-04-27T21:54:17+01:00
timercrack/trader,63857395,3.1,4,0,-1,0,0,3,-1,0,0,10,10,-1,-1,0,0,-1,-1,10,,2026-04-06T13:41:48+01:00
timescale/timescaledb,84240850,6.6,10,3,10,5,9,10,10,10,0,9,10,-1,7,0,10,0,0,10,,2026-04-06T12:37:22+01:00
timschneeb/rootlessjamesdsp,509083895,2.2,10,0,0,0,0,3,10,0,0,10,0,-1,0,0,0,-1,0,0,,2026-04-07T13:55:41+01:00
tinycc/tinycc,55339682,4.2,10,0,-1,0,0,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-06T18:52:17+01:00
tinyproxy/tinyproxy,47556049,4.4,10,1,4,0,3,10,10,0,0,10,7,-1,0,0,10,0,0,10,,2026-04-06T14:43:21+01:00
tio/tio,24528317,4.6,10,0,9,0,4,10,10,0,0,9,1,-1,0,9,0,8,0,10,,2026-04-06T18:51:59+01:00
tj/commander.js,2206953,6.7,10,0,10,0,6,10,10,10,0,10,10,-1,1,10,10,-1,9,0,,2026-04-27T21:54:24+01:00
tj/mon,3998822,2.7,10,0,0,0,2,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T17:00:45+01:00
tjguk/wmi,23124645,2.4,10,0,-1,0,0,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-27T21:54:35+01:00
tkem/cachetools,18006791,7.5,10,3,10,0,0,10,10,10,10,10,10,-1,5,0,10,-1,10,10,,2026-04-27T16:08:14+01:00
tmate-io/tmate,10651420,3.4,10,0,0,0,6,10,10,0,0,9,0,-1,0,0,0,0,0,10,,2026-04-06T14:41:51+01:00
tmewett/broguece,205895782,4.1,10,0,0,0,5,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-07T14:58:16+01:00
tmikolov/word2vec,40596205,2.6,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:57:58+01:00
tmk/tmk_keyboard,1030602,2.2,9,0,0,0,0,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T16:36:48+01:00
tmm1/perftools.rb,214378,2.8,10,0,0,0,3,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T18:02:05+01:00
tmux/tmux,36836475,5.1,10,0,-1,0,0,10,10,0,10,10,10,-1,0,0,0,0,10,10,,2026-04-06T12:35:06+01:00
toblum/mclighting,58388929,3.0,10,3,0,0,1,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T17:59:13+01:00
tokio-rs/bytes,30062547,5.5,10,8,7,0,7,10,10,0,0,10,4,-1,0,0,9,-1,0,10,,2026-04-27T18:09:33+01:00
tokio-rs/prost,94262864,6.9,10,3,10,0,3,10,10,10,10,10,9,-1,0,0,0,-1,10,10,,2026-04-27T18:09:33+01:00
tokio-rs/slab,37093133,4.5,10,3,6,0,4,10,10,0,0,10,0,-1,0,0,9,-1,0,10,,2026-04-27T21:54:42+01:00
tokio-rs/tokio,67836789,7.7,10,8,10,0,10,10,10,10,10,10,10,-1,0,0,10,-1,0,10,,2026-04-27T15:05:15+01:00
tomaspinho/rtl8821ce,121500241,3.7,10,0,0,0,6,10,10,0,0,9,0,-1,0,0,0,-1,0,10,,2026-04-07T11:55:22+01:00
toml-rs/toml,95902102,7.8,10,3,10,0,1,10,10,10,10,10,10,-1,10,10,0,-1,10,9,,2026-04-27T15:06:02+01:00
tomojitakasu/rtklib,9743267,1.6,6,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,10,,2026-04-06T18:50:53+01:00
tongsuo-project/tongsuo,290136001,5.5,10,6,10,0,0,10,-1,0,10,10,10,-1,0,0,0,8,-1,10,,2026-04-07T13:57:07+01:00
tootallnate/proxy-agents,11293703,4.2,10,3,5,0,1,10,10,10,0,0,10,-1,0,0,0,-1,0,0,,2026-04-27T14:55:03+01:00
tootallnate/util-deprecate,19321056,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T15:07:29+01:00
topotam/petitpotam,387242135,2.1,9,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:37:11+01:00
torch/torch7,13677187,3.0,10,0,0,0,2,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-06T13:39:12+01:00
torvalds/audionoise,1130786764,2.7,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T16:35:57+01:00
torvalds/guitarpedal,1058343058,2.7,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:59:27+01:00
torvalds/uemacs,117900805,2.6,10,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:55:19+01:00
tostercx/gtao_booster_poc,343079204,2.7,10,0,0,0,2,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:51:41+01:00
tox-dev/filelock,17098256,7.7,10,3,10,0,0,10,10,10,0,10,10,10,10,5,10,-1,10,10,,2026-04-27T21:55:05+01:00
tox-dev/platformdirs,367032142,7.6,10,3,9,0,1,10,10,10,0,10,10,-1,10,6,10,-1,10,10,,2026-04-27T18:09:46+01:00
tqdm/tqdm,36804486,5.8,10,3,5,5,3,10,-1,0,10,9,10,-1,-1,0,0,8,-1,10,,2026-04-27T16:10:26+01:00
traildb/traildb,22868877,3.2,10,3,0,0,2,10,-1,0,0,10,0,-1,0,0,0,-1,-1,10,,2026-04-07T16:59:29+01:00
trailofbits/ctf,19956920,4.4,3,0,0,0,3,10,10,10,0,10,0,-1,2,0,10,-1,0,10,,2026-04-07T13:57:48+01:00
tree-sitter/py-tree-sitter,176665172,5.5,10,3,6,0,5,10,10,10,0,10,5,10,0,0,0,-1,0,10,,2026-04-07T13:58:57+01:00
trezor/trezor-firmware,180590388,6.5,8,8,10,0,10,10,0,10,10,9,10,-1,9,0,10,-1,0,5,,2026-04-07T11:55:38+01:00
tronkko/dirent,43087387,3.2,10,0,2,0,2,0,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T16:01:09+01:00
troygoode/node-require-directory,3053807,2.9,10,0,0,0,2,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T21:55:05+01:00
trungnguyen1909/qemu-t8030,336719229,2.4,2,0,-1,0,0,10,10,0,10,9,0,-1,0,0,0,-1,0,0,,2026-04-06T20:37:15+01:00
trustedsec/cs-remote-ops-bof,485449938,3.6,0,6,0,0,3,6,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-07T16:56:19+01:00
trustedsec/cs-situational-awareness-bof,279918558,3.7,0,6,0,0,3,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-07T11:54:20+01:00
trustedsec/trevorc2,108566111,2.9,10,0,0,0,5,3,-1,0,0,9,0,-1,0,0,0,-1,-1,10,,2026-04-07T14:58:26+01:00
trysound/postcss-value-parser,40920306,2.3,10,0,0,0,5,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-27T14:55:57+01:00
tsconfig/bases,263697285,4.7,10,3,10,0,8,10,10,0,0,10,4,-1,0,0,0,-1,0,10,,2026-04-27T16:09:37+01:00
tsl0922/ttyd,68063511,4.0,10,0,4,0,2,0,10,10,0,10,10,10,0,0,0,0,0,0,,2026-04-06T13:36:36+01:00
tsoding/musializer,684322132,3.2,10,0,7,0,1,10,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T14:56:09+01:00
tsoding/nob.h,872697706,4.3,10,0,10,0,0,10,10,0,0,9,10,-1,0,0,0,-1,0,10,,2026-04-06T19:41:35+01:00
tsudakageyu/minhook,9982112,3.2,10,0,0,0,5,3,10,0,0,9,0,-1,0,0,0,0,0,10,,2026-04-06T15:35:04+01:00
ttrftech/nanovna,79353227,2.4,10,0,0,0,1,10,-1,0,0,0,0,-1,-1,0,0,0,-1,10,,2026-04-07T15:00:18+01:00
tuanpmt/esp_mqtt,28503528,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:00:33+01:00
tukaani-project/xz,553665726,5.4,10,0,-1,0,0,10,-1,0,10,9,10,-1,-1,0,10,8,-1,6,,2026-04-07T13:58:53+01:00
turanszkij/wickedengine,37770961,4.6,6,8,10,0,4,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T14:36:09+01:00
tuya/tuyaopen,735469449,3.5,0,0,10,0,9,6,10,0,10,9,10,-1,0,0,0,0,0,0,,2026-04-07T13:58:43+01:00
twitter/fatcache,7412800,4.0,10,0,0,0,5,10,-1,0,0,10,0,-1,-1,0,9,-1,-1,10,,2026-04-07T14:59:48+01:00
twitter/ios-twitter-image-pipeline,80138087,3.0,6,0,0,0,2,3,-1,0,0,10,0,-1,-1,0,9,-1,-1,10,,2026-04-07T10:58:18+01:00
twitter/pelikan,42829191,5.5,10,6,0,0,9,10,10,10,10,10,0,-1,0,0,9,-1,0,0,,2026-04-07T10:52:36+01:00
tyilo/insert_dylib,22401106,2.5,10,0,0,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:49:45+01:00
typescript-eslint/typescript-eslint,165536154,6.2,10,8,10,0,9,10,10,10,0,10,10,-1,0,0,10,-1,0,0,,2026-04-27T14:53:22+01:00
u-boot/u-boot,26537135,3.4,10,0,-1,0,0,10,-1,0,10,9,10,-1,0,0,0,-1,-1,0,,2026-04-06T15:40:12+01:00
uber/h3,114948816,5.8,10,1,10,0,10,10,10,10,10,10,10,-1,0,0,0,-1,0,0,,2026-04-06T14:41:24+01:00
uclouvain/openjpeg,30830585,3.6,10,0,7,0,4,10,10,0,10,9,5,-1,0,0,0,0,0,0,,2026-04-07T17:01:02+01:00
ufrisk/memprocfs,158113416,2.6,4,0,0,0,0,0,-1,0,0,10,10,-1,-1,0,0,0,-1,10,,2026-04-06T16:37:13+01:00
ufrisk/pcileech,64324413,2.1,6,0,-1,0,0,0,-1,0,0,10,2,-1,-1,0,0,0,-1,10,,2026-04-06T13:42:35+01:00
unbit/uwsgi,2541704,4.0,10,0,8,0,7,10,10,0,0,9,0,-1,0,0,0,-1,0,10,,2026-04-06T17:36:15+01:00
unclerus/esp-idf-lib,126475029,4.6,10,1,5,0,7,10,10,10,0,0,0,-1,0,0,0,-1,0,10,,2026-04-07T11:57:26+01:00
unicode-org/icu4x,243395141,6.4,9,5,10,0,9,10,10,10,10,9,10,-1,9,0,10,0,0,0,,2026-04-27T15:06:31+01:00
unicode-rs/unicode-xid,34637906,3.5,10,0,6,0,1,10,10,0,0,9,0,-1,0,0,0,-1,0,10,,2026-04-27T18:10:04+01:00
universal-ctags/ctags,578839,5.0,10,3,10,0,0,10,10,10,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T14:35:29+01:00
unlir/xdrive,296525319,2.6,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T13:00:34+01:00
unpaper/unpaper,2207125,3.8,10,0,0,0,10,10,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T16:01:12+01:00
